session_id,perfil_usuario,tipo_dispositivo,dia_semana,faixa_horaria,origem_acesso,objetivo_sessao,pageviews,tempo_busca_segundos,tempo_leitura_segundos,tempo_total_segundos,usou_busca,clicou_comunicado,clicou_link_operacional,sucesso_encontrou_o_que_queria,tipo_conteudo_principal,numero_interacoes,proporcao_tempo_leitura,abandono_rapido
4142,Administrativo,desktop,quarta,14-17,atalho_sistema,buscar_sistema,1,45.88,92.4,144.41,0,0,1,1,Site Page,2,0.6398,0
4143,Administrativo,desktop,sexta,14-17,busca_interna,buscar_documento,4,30.81,21.37,69.93,1,0,1,0,Document,6,0.3056,0
4144,Tecnico,desktop,domingo,08-11,link_email,buscar_documento,3,44.85,9.58,73.45,0,0,1,1,Document,4,0.1304,0
4145,Administrativo,desktop,terca,06-08,busca_interna,buscar_documento,2,80.02,54.24,138.76,1,0,1,0,Document,4,0.3909,0
4146,Tecnico,desktop,segunda,17-20,busca_interna,buscar_documento,1,74.83,19.0,118.6,1,0,1,1,Document,3,0.1602,0
4147,Tecnico,desktop,quarta,08-11,home_direta,buscar_documento,2,18.46,24.12,46.59,0,0,1,1,Document,3,0.5177,0
4148,Pesquisador,desktop,segunda,08-11,home_direta,buscar_sistema,2,18.21,16.39,39.63,0,0,1,1,Site Page,3,0.4136,0
4149,Pesquisador,desktop,quarta,08-11,home_direta,buscar_pessoa,1,34.73,43.85,84.64,0,0,0,1,Site Page,1,0.5181,0
4150,Operacional,desktop,sexta,08-11,busca_interna,ler_comunicado,5,9.2,106.48,123.7,1,1,0,1,News Post,7,0.8608,0
4151,Administrativo,desktop,quinta,11-14,atalho_sistema,ler_comunicado,6,11.95,118.35,144.58,0,1,0,1,News Post,7,0.8186,0
4152,Tecnico,desktop,sexta,14-17,home_direta,ler_comunicado,1,8.72,88.27,105.36,0,1,0,1,News Post,2,0.8378,0
4153,Pesquisador,desktop,quinta,11-14,home_direta,buscar_sistema,3,11.18,40.62,58.62,0,0,1,1,Site Page,4,0.6929,0
4154,Operacional,desktop,segunda,08-11,busca_interna,buscar_pessoa,3,41.32,20.98,85.59,1,0,0,1,Site Page,4,0.2451,0
4155,Operacional,desktop,sexta,08-11,busca_interna,buscar_pessoa,1,29.63,37.08,75.89,1,0,0,0,Site Page,2,0.4886,0
4156,Administrativo,desktop,sexta,08-11,atalho_sistema,buscar_documento,2,58.25,14.68,80.57,0,0,0,0,Document,2,0.1822,0
4157,Administrativo,desktop,sexta,08-11,home_direta,buscar_sistema,2,16.84,15.28,45.14,0,0,0,1,Site Page,2,0.3385,0
4158,Pesquisador,desktop,terca,14-17,busca_interna,buscar_pessoa,1,34.91,7.41,70.67,1,0,0,0,Site Page,2,0.1049,0
4159,Administrativo,mobile_app,quinta,08-11,atalho_sistema,buscar_documento,1,64.63,28.31,104.58,1,0,0,0,Document,2,0.2707,0
4160,Administrativo,desktop,terca,06-08,atalho_sistema,buscar_sistema,2,16.12,96.0,119.1,0,0,1,1,Site Page,3,0.806,0
4161,Tecnico,desktop,sexta,08-11,link_email,acompanhar_noticias,5,24.1,64.07,94.17,0,1,0,0,News Post,6,0.6804,0
4162,Administrativo,mobile_app,terca,06-08,atalho_sistema,ler_comunicado,1,6.93,56.9,85.18,0,1,0,0,News Post,2,0.668,0
4163,Administrativo,desktop,sabado,08-11,home_direta,buscar_sistema,5,31.16,18.77,55.72,0,0,0,1,Site Page,5,0.3369,0
4164,Pesquisador,desktop,sabado,14-17,busca_interna,buscar_documento,1,37.97,14.31,55.03,1,0,1,0,Document,3,0.26,0
4165,Tecnico,desktop,terca,08-11,busca_interna,buscar_sistema,5,109.42,14.13,129.79,1,0,1,1,Site Page,7,0.1089,0
4166,Tecnico,desktop,segunda,11-14,atalho_sistema,buscar_sistema,2,19.28,5.33,29.15,0,0,1,0,Site Page,3,0.1828,1
4167,Administrativo,desktop,segunda,06-08,atalho_sistema,acompanhar_noticias,6,20.57,115.39,143.91,0,0,0,1,News Post,6,0.8018,0
4168,Pesquisador,desktop,quinta,20-06,home_direta,buscar_documento,2,10.51,23.5,48.8,1,0,1,1,Document,4,0.4816,0
4169,Tecnico,desktop,terca,14-17,atalho_sistema,buscar_documento,2,58.97,31.73,116.96,1,0,1,1,Document,4,0.2713,0
4170,Pesquisador,desktop,terca,08-11,link_email,ler_comunicado,3,7.16,68.59,100.4,0,1,0,1,News Post,4,0.6832,0
4171,Pesquisador,desktop,quarta,08-11,home_direta,acompanhar_noticias,8,7.92,48.09,60.21,0,1,0,1,News Post,9,0.7987,0
4172,Administrativo,desktop,quarta,11-14,atalho_sistema,buscar_sistema,6,27.86,41.98,82.65,0,0,1,1,Site Page,7,0.5079,0
4173,Administrativo,desktop,terca,08-11,atalho_sistema,buscar_sistema,4,13.8,75.09,96.27,0,0,1,0,Site Page,5,0.78,0
4174,Administrativo,desktop,sabado,08-11,busca_interna,acompanhar_noticias,2,15.9,27.77,61.45,1,0,0,1,News Post,3,0.4519,0
4175,Pesquisador,desktop,sexta,17-20,home_direta,acompanhar_noticias,5,12.26,19.02,47.2,0,1,0,0,News Post,6,0.403,0
4176,Pesquisador,desktop,quinta,14-17,atalho_sistema,buscar_sistema,2,23.83,13.86,57.11,0,0,1,1,Site Page,3,0.2427,0
4177,Pesquisador,desktop,segunda,08-11,home_direta,buscar_documento,4,31.31,10.81,48.78,0,0,1,1,Document,5,0.2216,0
4178,Administrativo,desktop,segunda,08-11,home_direta,buscar_documento,3,22.33,22.76,49.23,0,0,1,1,Document,4,0.4623,0
4179,Pesquisador,desktop,terca,08-11,home_direta,ler_comunicado,4,5.41,32.47,56.38,0,0,0,0,News Post,4,0.5759,0
4180,Tecnico,desktop,quarta,11-14,atalho_sistema,buscar_sistema,2,30.74,38.09,95.27,0,0,1,1,Site Page,3,0.3998,0
4181,Tecnico,desktop,sexta,08-11,link_email,buscar_sistema,3,17.66,24.6,56.93,0,0,1,1,Site Page,4,0.4321,0
4182,Pesquisador,desktop,quinta,08-11,atalho_sistema,buscar_documento,2,59.46,31.36,102.25,0,0,1,1,Document,3,0.3067,0
4183,Administrativo,desktop,quarta,08-11,atalho_sistema,buscar_pessoa,2,50.82,23.48,82.9,0,0,0,0,Site Page,2,0.2832,0
4184,Administrativo,desktop,sabado,17-20,home_direta,buscar_sistema,3,48.36,11.14,66.19,0,0,1,1,Site Page,4,0.1683,0
4185,Operacional,desktop,quarta,08-11,atalho_sistema,buscar_pessoa,4,18.09,16.45,36.59,0,0,0,1,Site Page,4,0.4496,0
4186,Pesquisador,desktop,segunda,17-20,link_email,buscar_documento,5,31.73,16.95,69.02,0,0,0,1,Document,5,0.2456,0
4187,Pesquisador,desktop,terca,06-08,link_email,acompanhar_noticias,6,27.25,117.92,167.79,0,1,0,0,News Post,7,0.7028,0
4188,Operacional,desktop,quarta,08-11,link_email,ler_comunicado,3,6.17,300.9,312.22,0,0,0,1,News Post,3,0.9637,0
4189,Administrativo,desktop,quarta,08-11,link_email,ler_comunicado,5,8.42,44.99,67.2,0,1,0,1,News Post,6,0.6695,0
4190,Tecnico,desktop,quarta,08-11,busca_interna,ler_comunicado,2,27.73,34.69,77.61,1,1,0,1,News Post,4,0.447,0
4191,Pesquisador,desktop,segunda,20-06,atalho_sistema,buscar_sistema,2,15.92,16.4,49.13,0,0,0,1,Site Page,2,0.3338,0
4192,Tecnico,desktop,quinta,11-14,atalho_sistema,buscar_pessoa,1,132.59,14.72,172.59,1,0,0,0,Site Page,2,0.0853,0
4193,Administrativo,desktop,quinta,20-06,atalho_sistema,buscar_sistema,4,15.54,48.83,75.0,0,0,1,1,Site Page,5,0.6511,0
4194,Operacional,desktop,terca,11-14,atalho_sistema,buscar_documento,1,72.35,17.87,127.87,1,0,1,1,Document,3,0.1398,0
4195,Tecnico,desktop,quinta,11-14,atalho_sistema,buscar_sistema,7,21.88,11.4,41.29,0,0,0,1,Site Page,7,0.2761,0
4196,Pesquisador,desktop,terca,17-20,link_email,ler_comunicado,5,12.6,235.42,249.84,0,1,0,1,News Post,6,0.9423,0
4197,Tecnico,desktop,quinta,08-11,busca_interna,buscar_documento,4,34.96,16.81,69.6,1,0,1,1,Document,6,0.2415,0
4198,Pesquisador,desktop,terca,08-11,busca_interna,buscar_documento,2,98.04,29.64,134.8,1,0,0,1,Document,3,0.2199,0
4199,Tecnico,desktop,quinta,11-14,home_direta,buscar_documento,2,96.36,33.67,138.81,1,0,1,1,Document,4,0.2426,0
4200,Pesquisador,desktop,quinta,08-11,home_direta,ler_comunicado,6,4.18,106.73,121.87,0,1,0,1,News Post,7,0.8758,0
4201,Pesquisador,desktop,quinta,11-14,busca_interna,buscar_documento,4,34.67,34.39,78.63,1,0,1,0,Document,6,0.4374,0
4202,Operacional,desktop,sexta,11-14,busca_interna,buscar_sistema,3,126.87,33.67,171.8,1,0,0,1,Site Page,4,0.196,0
4203,Pesquisador,desktop,domingo,08-11,atalho_sistema,buscar_sistema,1,47.74,11.34,73.15,0,0,1,1,Site Page,2,0.155,0
4204,Administrativo,desktop,terca,08-11,busca_interna,buscar_sistema,2,76.66,31.38,114.4,1,0,1,1,Site Page,4,0.2743,0
4205,Pesquisador,desktop,terca,08-11,busca_interna,buscar_documento,1,47.89,96.96,155.77,1,0,0,1,Document,2,0.6225,0
4206,Tecnico,desktop,terca,17-20,atalho_sistema,ler_comunicado,4,11.41,54.65,74.11,0,1,0,1,News Post,5,0.7374,0
4207,Tecnico,desktop,quarta,08-11,atalho_sistema,buscar_sistema,6,14.7,43.36,70.58,0,0,1,1,Site Page,7,0.6143,0
4208,Tecnico,desktop,sexta,08-11,home_direta,buscar_documento,1,121.61,17.87,161.61,1,0,1,1,Document,3,0.1106,0
4209,Tecnico,desktop,sexta,08-11,home_direta,acompanhar_noticias,3,18.09,45.91,69.54,0,1,0,0,News Post,4,0.6602,0
4210,Pesquisador,desktop,segunda,14-17,atalho_sistema,buscar_pessoa,3,13.48,21.4,47.98,0,0,0,1,Site Page,3,0.446,0
4211,Operacional,desktop,quinta,14-17,home_direta,ler_comunicado,3,11.87,43.0,85.04,0,1,0,0,News Post,4,0.5056,0
4212,Pesquisador,mobile_web,sexta,14-17,atalho_sistema,acompanhar_noticias,8,11.68,114.44,140.74,0,0,0,0,News Post,8,0.8131,0
4213,Tecnico,desktop,quarta,08-11,busca_interna,buscar_sistema,3,55.55,33.48,112.45,1,0,1,1,Site Page,5,0.2977,0
4214,Operacional,desktop,sexta,08-11,busca_interna,buscar_documento,2,113.38,39.12,155.54,1,0,1,0,Document,4,0.2515,0
4215,Operacional,desktop,quarta,08-11,home_direta,ler_comunicado,3,3.75,46.45,57.83,0,1,0,1,News Post,4,0.8032,0
4216,Pesquisador,desktop,segunda,08-11,busca_interna,buscar_documento,3,77.96,25.33,116.81,1,0,1,1,Document,5,0.2168,0
4217,Operacional,desktop,sexta,08-11,busca_interna,buscar_sistema,5,78.8,22.38,108.01,1,0,1,1,Site Page,7,0.2072,0
4218,Tecnico,desktop,terca,08-11,atalho_sistema,buscar_sistema,4,51.81,22.07,81.23,0,0,1,1,Site Page,5,0.2717,0
4219,Operacional,desktop,terca,08-11,atalho_sistema,buscar_sistema,2,67.52,17.2,104.73,0,0,1,1,Site Page,3,0.1642,0
4220,Administrativo,desktop,terca,08-11,home_direta,ler_comunicado,3,10.34,56.07,88.97,0,0,0,1,News Post,3,0.6302,0
4221,Tecnico,desktop,quarta,08-11,busca_interna,buscar_sistema,3,71.77,16.89,106.59,1,0,0,0,Site Page,4,0.1585,0
4222,Operacional,desktop,quarta,11-14,link_email,ler_comunicado,2,14.82,98.8,122.71,0,1,0,1,News Post,3,0.8052,0
4223,Administrativo,desktop,quarta,11-14,atalho_sistema,buscar_sistema,3,16.79,19.5,40.51,0,0,1,0,Site Page,4,0.4814,1
4224,Operacional,desktop,quarta,08-11,link_email,ler_comunicado,2,12.46,39.75,77.39,0,1,0,0,News Post,3,0.5136,0
4225,Tecnico,desktop,quinta,08-11,busca_interna,ler_comunicado,7,14.81,53.08,82.46,1,0,0,1,News Post,8,0.6437,0
4226,Tecnico,desktop,quinta,14-17,home_direta,ler_comunicado,2,6.64,149.05,166.64,0,1,0,1,News Post,3,0.8944,0
4227,Tecnico,desktop,terca,06-08,home_direta,buscar_documento,3,113.49,25.83,196.99,1,0,0,1,Document,4,0.1311,0
4228,Pesquisador,desktop,sexta,06-08,home_direta,ler_comunicado,5,28.4,44.58,84.02,0,1,0,1,News Post,6,0.5306,0
4229,Tecnico,desktop,terca,11-14,home_direta,ler_comunicado,1,8.45,57.89,77.52,0,0,0,0,News Post,1,0.7468,0
4230,Pesquisador,desktop,terca,08-11,link_email,ler_comunicado,2,13.19,61.59,82.74,0,1,0,0,News Post,3,0.7444,0
4231,Tecnico,desktop,domingo,14-17,link_email,acompanhar_noticias,5,9.77,37.23,74.47,0,1,0,1,News Post,6,0.4999,0
4232,Pesquisador,desktop,terca,11-14,busca_interna,acompanhar_noticias,2,11.81,24.92,55.59,1,1,0,1,News Post,4,0.4483,0
4233,Operacional,desktop,quarta,08-11,atalho_sistema,buscar_sistema,1,20.08,17.35,62.16,0,0,1,1,Site Page,2,0.2791,0
4234,Operacional,desktop,terca,06-08,link_email,ler_comunicado,1,7.41,89.09,104.76,0,0,0,1,News Post,1,0.8504,0
4235,Pesquisador,desktop,sexta,06-08,busca_interna,buscar_documento,1,48.88,33.11,118.83,1,0,1,1,Document,3,0.2786,0
4236,Administrativo,desktop,quinta,06-08,atalho_sistema,buscar_sistema,2,26.12,46.75,81.61,0,0,1,1,Site Page,3,0.5728,0
4237,Tecnico,desktop,segunda,11-14,home_direta,acompanhar_noticias,5,18.59,69.19,101.52,0,0,0,1,News Post,5,0.6815,0
4238,Operacional,desktop,quinta,06-08,atalho_sistema,buscar_pessoa,1,41.04,20.38,71.37,1,0,0,0,Site Page,2,0.2856,0
4239,Pesquisador,desktop,domingo,11-14,atalho_sistema,buscar_pessoa,1,5.37,67.87,98.05,0,0,0,1,Site Page,1,0.6922,0
4240,Administrativo,desktop,quinta,14-17,busca_interna,buscar_documento,1,48.51,35.32,115.74,1,0,1,1,Document,3,0.3052,0
4241,Operacional,desktop,domingo,11-14,home_direta,acompanhar_noticias,2,7.9,64.42,92.18,0,1,0,1,News Post,3,0.6989,0
4242,Tecnico,desktop,sexta,11-14,atalho_sistema,buscar_documento,3,14.34,41.6,67.8,0,0,0,1,Document,3,0.6136,0
4243,Operacional,desktop,terca,08-11,atalho_sistema,ler_comunicado,2,3.68,36.23,62.73,0,1,0,1,News Post,3,0.5776,0
4244,Pesquisador,desktop,quinta,14-17,home_direta,ler_comunicado,2,11.69,30.79,53.88,0,0,0,0,News Post,2,0.5715,0
4245,Administrativo,desktop,terca,08-11,busca_interna,buscar_sistema,3,30.04,13.99,56.26,1,0,0,1,Site Page,4,0.2487,0
4246,Operacional,desktop,sabado,11-14,busca_interna,buscar_pessoa,1,29.52,8.92,54.23,1,0,0,1,Site Page,2,0.1645,0
4247,Operacional,desktop,segunda,14-17,busca_interna,buscar_documento,4,91.51,11.18,114.23,1,0,1,0,Document,6,0.0979,0
4248,Tecnico,desktop,segunda,17-20,busca_interna,buscar_sistema,4,92.56,13.76,118.23,1,0,1,0,Site Page,6,0.1164,0
4249,Operacional,desktop,terca,14-17,home_direta,acompanhar_noticias,5,22.19,78.47,113.93,0,1,0,1,News Post,6,0.6888,0
4250,Administrativo,desktop,terca,17-20,home_direta,buscar_sistema,4,42.87,33.27,98.3,0,0,0,0,Site Page,4,0.3385,0
4251,Operacional,desktop,quinta,17-20,atalho_sistema,buscar_sistema,10,17.46,30.08,67.76,0,0,1,0,Site Page,11,0.4439,0
4252,Pesquisador,desktop,sexta,11-14,link_email,ler_comunicado,3,10.92,49.01,69.86,0,1,0,0,News Post,4,0.7015,0
4253,Pesquisador,desktop,segunda,17-20,home_direta,buscar_documento,3,39.91,14.59,101.4,0,0,1,0,Document,4,0.1439,0
4254,Operacional,desktop,sexta,20-06,home_direta,ler_comunicado,4,5.25,70.26,106.48,0,1,0,1,News Post,5,0.6598,0
4255,Operacional,mobile_app,quinta,17-20,busca_interna,buscar_documento,2,62.45,65.7,143.93,1,0,0,1,Document,3,0.4565,0
4256,Administrativo,desktop,sexta,08-11,busca_interna,buscar_pessoa,3,50.86,13.16,100.13,1,0,0,1,Site Page,4,0.1314,0
4257,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_sistema,4,9.18,19.78,38.37,0,0,0,1,Site Page,4,0.5155,0
4258,Administrativo,desktop,terca,08-11,home_direta,buscar_sistema,8,30.39,16.73,51.71,0,0,0,1,Site Page,8,0.3235,0
4259,Pesquisador,desktop,quinta,17-20,atalho_sistema,buscar_sistema,1,18.64,29.77,60.13,0,0,0,1,Site Page,1,0.4951,0
4260,Administrativo,desktop,quinta,08-11,busca_interna,buscar_sistema,8,89.33,18.33,131.28,1,0,1,0,Site Page,10,0.1396,0
4261,Tecnico,desktop,terca,11-14,home_direta,buscar_pessoa,2,38.11,14.94,80.1,1,0,0,1,Site Page,3,0.1865,0
4262,Operacional,desktop,quarta,06-08,link_email,ler_comunicado,6,8.62,39.91,52.97,0,1,0,1,News Post,7,0.7534,0
4263,Operacional,desktop,terca,14-17,atalho_sistema,buscar_pessoa,2,23.61,17.1,75.13,0,0,0,1,Site Page,2,0.2276,0
4264,Administrativo,desktop,sabado,08-11,link_email,ler_comunicado,4,10.05,100.74,128.81,0,1,0,1,News Post,5,0.7821,0
4265,Tecnico,desktop,sabado,08-11,home_direta,acompanhar_noticias,4,20.51,45.21,85.73,0,0,0,1,News Post,4,0.5274,0
4266,Operacional,desktop,segunda,11-14,atalho_sistema,buscar_pessoa,2,20.83,47.28,72.88,0,0,0,0,Site Page,2,0.6487,0
4267,Pesquisador,desktop,domingo,06-08,link_email,buscar_sistema,2,20.87,25.46,75.81,0,0,0,1,Site Page,2,0.3358,0
4268,Operacional,desktop,sexta,06-08,home_direta,ler_comunicado,4,12.59,60.56,86.18,0,1,0,1,News Post,5,0.7027,0
4269,Pesquisador,desktop,sexta,11-14,link_email,ler_comunicado,4,13.79,32.67,55.62,0,1,0,1,News Post,5,0.5874,0
4270,Pesquisador,desktop,quinta,20-06,link_email,acompanhar_noticias,3,9.11,56.38,86.06,0,0,0,1,News Post,3,0.6551,0
4271,Operacional,desktop,segunda,08-11,home_direta,acompanhar_noticias,3,7.68,40.58,75.94,0,0,0,1,News Post,3,0.5344,0
4272,Operacional,desktop,quinta,08-11,atalho_sistema,acompanhar_noticias,6,7.91,31.53,49.13,0,1,0,1,News Post,7,0.6418,0
4273,Tecnico,desktop,sexta,08-11,home_direta,acompanhar_noticias,4,8.79,108.02,125.96,0,1,0,1,News Post,5,0.8576,0
4274,Tecnico,desktop,quarta,08-11,home_direta,acompanhar_noticias,2,14.2,35.36,53.68,0,0,0,0,News Post,2,0.6587,0
4275,Pesquisador,desktop,segunda,11-14,busca_interna,buscar_sistema,4,81.98,38.69,149.87,1,0,0,1,Site Page,5,0.2582,0
4276,Operacional,desktop,segunda,17-20,atalho_sistema,buscar_sistema,4,27.29,22.58,60.21,0,0,1,1,Site Page,5,0.375,0
4277,Administrativo,desktop,quinta,11-14,home_direta,buscar_documento,5,110.87,66.73,195.37,1,0,1,1,Document,7,0.3416,0
4278,Pesquisador,desktop,quarta,11-14,home_direta,ler_comunicado,6,12.43,116.46,133.61,0,0,0,1,News Post,6,0.8716,0
4279,Pesquisador,desktop,segunda,11-14,busca_interna,buscar_sistema,1,72.31,25.56,126.21,1,0,1,0,Site Page,3,0.2025,0
4280,Administrativo,desktop,sexta,08-11,busca_interna,buscar_documento,4,73.76,29.37,105.46,1,0,1,0,Document,6,0.2785,0
4281,Pesquisador,desktop,segunda,08-11,home_direta,ler_comunicado,3,3.39,137.46,153.14,0,1,0,1,News Post,4,0.8976,0
4282,Administrativo,desktop,segunda,14-17,home_direta,buscar_documento,2,16.42,11.82,48.74,1,0,1,1,Document,4,0.2425,0
4283,Administrativo,desktop,quinta,08-11,home_direta,ler_comunicado,6,9.43,61.88,74.5,0,1,0,1,News Post,7,0.8306,0
4284,Pesquisador,desktop,sexta,17-20,home_direta,ler_comunicado,3,8.0,33.19,49.77,0,0,0,1,News Post,3,0.6669,0
4285,Pesquisador,desktop,quinta,08-11,busca_interna,ler_comunicado,1,17.47,117.69,139.36,1,1,0,0,News Post,3,0.8445,0
4286,Administrativo,desktop,quarta,08-11,atalho_sistema,buscar_sistema,4,26.62,16.43,90.58,0,0,1,1,Site Page,5,0.1814,0
4287,Tecnico,desktop,quarta,11-14,atalho_sistema,buscar_sistema,3,20.67,33.15,100.93,0,0,0,1,Site Page,3,0.3284,0
4288,Administrativo,desktop,sexta,08-11,home_direta,buscar_sistema,3,31.27,25.84,70.61,0,0,0,0,Site Page,3,0.366,0
4289,Operacional,desktop,sexta,08-11,atalho_sistema,buscar_sistema,1,31.33,16.33,54.47,0,0,0,1,Site Page,1,0.2998,0
4290,Pesquisador,desktop,segunda,06-08,link_email,ler_comunicado,3,13.87,73.36,89.65,0,0,0,1,News Post,3,0.8183,0
4291,Operacional,desktop,quarta,17-20,home_direta,buscar_sistema,3,36.63,20.31,73.49,0,0,1,1,Site Page,4,0.2764,0
4292,Pesquisador,desktop,quarta,08-11,busca_interna,buscar_documento,4,24.84,18.68,54.03,1,0,0,1,Document,5,0.3457,0
4293,Pesquisador,desktop,terca,08-11,link_email,ler_comunicado,5,6.93,85.6,109.0,0,0,0,1,News Post,5,0.7853,0
4294,Tecnico,desktop,segunda,08-11,busca_interna,buscar_sistema,6,53.45,22.19,89.37,1,0,1,1,Site Page,8,0.2483,0
4295,Operacional,desktop,quarta,06-08,home_direta,buscar_documento,2,59.72,38.85,104.77,1,0,1,0,Document,4,0.3708,0
4296,Administrativo,desktop,sabado,06-08,home_direta,ler_comunicado,3,9.52,119.01,138.93,0,1,0,1,News Post,4,0.8566,0
4297,Pesquisador,desktop,segunda,08-11,link_email,acompanhar_noticias,3,7.75,39.19,57.16,0,1,0,1,News Post,4,0.6856,0
4298,Tecnico,desktop,quinta,06-08,link_email,buscar_documento,1,65.5,11.9,102.1,0,0,1,1,Document,2,0.1166,0
4299,Pesquisador,desktop,sexta,14-17,home_direta,buscar_documento,3,21.99,44.73,86.47,0,0,1,1,Document,4,0.5173,0
4300,Tecnico,desktop,sexta,06-08,home_direta,acompanhar_noticias,2,11.51,77.27,116.51,0,1,0,0,News Post,3,0.6632,0
4301,Operacional,desktop,sexta,14-17,home_direta,acompanhar_noticias,5,17.7,32.86,63.21,0,1,0,1,News Post,6,0.5199,0
4302,Administrativo,desktop,sexta,06-08,busca_interna,acompanhar_noticias,13,26.67,75.84,110.04,1,0,0,0,News Post,14,0.6892,0
4303,Tecnico,desktop,terca,08-11,atalho_sistema,buscar_sistema,4,27.95,53.69,87.6,0,0,1,1,Site Page,5,0.6129,0
4304,Pesquisador,desktop,quarta,08-11,atalho_sistema,buscar_sistema,2,33.58,18.88,59.03,0,0,1,1,Site Page,3,0.3198,0
4305,Administrativo,desktop,domingo,08-11,atalho_sistema,buscar_sistema,1,20.53,17.96,60.86,0,0,1,0,Site Page,2,0.2951,0
4306,Administrativo,desktop,segunda,08-11,busca_interna,buscar_pessoa,1,57.58,60.87,120.7,1,0,0,1,Site Page,2,0.5043,0
4307,Tecnico,desktop,quinta,08-11,atalho_sistema,buscar_pessoa,2,49.01,116.89,212.66,0,0,0,1,Site Page,2,0.5497,0
4308,Administrativo,desktop,sexta,11-14,atalho_sistema,buscar_sistema,4,41.4,31.72,92.16,0,0,0,1,Site Page,4,0.3442,0
4309,Operacional,desktop,quinta,06-08,atalho_sistema,acompanhar_noticias,4,9.8,24.0,56.86,0,1,0,0,News Post,5,0.4221,0
4310,Administrativo,desktop,sexta,11-14,atalho_sistema,buscar_sistema,2,21.12,37.5,72.3,0,0,1,1,Site Page,3,0.5187,0
4311,Pesquisador,desktop,terca,14-17,busca_interna,buscar_pessoa,5,51.71,35.96,110.2,1,0,0,1,Site Page,6,0.3263,0
4312,Pesquisador,desktop,quinta,14-17,home_direta,ler_comunicado,4,14.42,152.81,174.95,0,0,0,1,News Post,4,0.8734,0
4313,Pesquisador,desktop,sexta,08-11,home_direta,buscar_documento,2,43.96,33.63,91.32,1,0,1,1,Document,4,0.3683,0
4314,Tecnico,desktop,sabado,14-17,link_email,buscar_sistema,6,27.1,13.94,42.48,0,0,0,1,Site Page,6,0.3282,0
4315,Tecnico,desktop,quinta,08-11,link_email,ler_comunicado,5,4.89,77.72,89.36,0,0,0,1,News Post,5,0.8697,0
4316,Operacional,desktop,quarta,14-17,busca_interna,buscar_pessoa,2,23.6,15.99,49.8,1,0,0,1,Site Page,3,0.3211,0
4317,Administrativo,desktop,sabado,08-11,atalho_sistema,acompanhar_noticias,1,13.41,29.73,49.2,0,1,0,1,News Post,2,0.6043,0
4318,Pesquisador,desktop,terca,06-08,home_direta,buscar_documento,5,17.56,32.81,51.24,0,0,1,1,Document,6,0.6403,0
4319,Tecnico,desktop,segunda,08-11,home_direta,buscar_pessoa,1,13.36,16.81,50.32,0,0,0,0,Site Page,1,0.3341,0
4320,Tecnico,desktop,quarta,17-20,busca_interna,ler_comunicado,5,23.28,191.33,222.82,1,1,0,1,News Post,7,0.8587,0
4321,Tecnico,desktop,sabado,14-17,home_direta,buscar_sistema,3,22.94,24.4,53.23,0,0,1,1,Site Page,4,0.4584,0
4322,Administrativo,desktop,quarta,11-14,atalho_sistema,buscar_documento,5,41.34,26.47,84.5,1,0,0,1,Document,6,0.3133,0
4323,Tecnico,desktop,segunda,11-14,home_direta,buscar_sistema,3,12.75,7.3,27.31,0,0,1,1,Site Page,4,0.2673,0
4324,Pesquisador,desktop,quarta,20-06,link_email,buscar_pessoa,2,37.57,107.79,160.43,0,0,0,1,Site Page,2,0.6719,0
4325,Tecnico,mobile_web,quinta,14-17,home_direta,acompanhar_noticias,5,14.02,43.91,64.77,0,0,0,1,News Post,5,0.6779,0
4326,Tecnico,desktop,terca,08-11,busca_interna,buscar_documento,5,35.74,25.22,61.21,1,0,1,0,Document,7,0.412,0
4327,Pesquisador,desktop,quarta,08-11,link_email,buscar_documento,1,27.43,52.07,80.89,1,0,0,1,Document,2,0.6437,0
4328,Pesquisador,desktop,sexta,06-08,home_direta,buscar_documento,6,23.93,19.6,47.87,0,0,1,1,Document,7,0.4094,0
4329,Pesquisador,desktop,quinta,14-17,atalho_sistema,buscar_documento,1,79.89,14.11,108.33,1,0,1,0,Document,3,0.1303,0
4330,Operacional,desktop,terca,11-14,atalho_sistema,buscar_sistema,2,14.44,34.66,50.3,0,0,1,1,Site Page,3,0.6891,0
4331,Administrativo,desktop,sexta,06-08,busca_interna,buscar_documento,2,98.01,20.73,132.95,1,0,1,0,Document,4,0.1559,0
4332,Tecnico,desktop,quinta,08-11,busca_interna,buscar_sistema,3,23.45,7.83,52.04,1,0,0,1,Site Page,4,0.1505,0
4333,Tecnico,desktop,segunda,14-17,link_email,ler_comunicado,4,17.61,91.3,127.59,0,1,0,0,News Post,5,0.7156,0
4334,Operacional,desktop,terca,06-08,home_direta,ler_comunicado,1,7.14,142.31,153.2,0,1,0,1,News Post,2,0.9289,0
4335,Operacional,desktop,segunda,11-14,link_email,buscar_pessoa,1,22.91,12.41,46.47,0,0,0,1,Site Page,1,0.2671,0
4336,Pesquisador,desktop,segunda,08-11,atalho_sistema,ler_comunicado,3,8.58,34.16,51.99,0,1,0,1,News Post,4,0.657,0
4337,Pesquisador,desktop,quinta,11-14,busca_interna,buscar_documento,1,47.56,55.36,109.26,1,0,0,1,Document,2,0.5067,0
4338,Tecnico,desktop,terca,08-11,busca_interna,buscar_pessoa,1,68.61,56.52,133.47,1,0,0,0,Site Page,2,0.4235,0
